"Class"	"Base"	"Abstract"	"Scope"	"ScopeReason"	"Field"	"Kind"	"Sig"	"Card"
"WfiWordSet"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Cases"	"rel"	"WfiWordform"	"col"
"WfiWordSet"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Description"	"basic"	"MultiString"	
"WfiWordSet"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Name"	"basic"	"MultiUnicode"	
"WordFormLookup"	"CmObject"	"false"	"out"	"not-domain-reachable"	"AnthroCentral"	"basic"	"Integer"	
"WordFormLookup"	"CmObject"	"false"	"out"	"not-domain-reachable"	"AnthroCodes"	"rel"	"CmAnthroItem"	"col"
"WordFormLookup"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Form"	"basic"	"String"	
"WordFormLookup"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ThesaurusCentral"	"basic"	"Integer"	
"WordFormLookup"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ThesaurusItems"	"rel"	"CmPossibility"	"col"
"WordformLookupList"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Wordforms"	"owning"	"WordFormLookup"	"col"
"WordformLookupList"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"WritingSystem"	"basic"	"Unicode"	
