"Class"	"Field"	"Label"	"Tooltip"	"Source"	"SourceDetail"	"Confidence"
"LexPronunciation"	"PublishIn"	"Publish Pronunciation In"	"Remove a publication from this field to exclude only this pronunciation from that publication."	"slice"	"LexEntry.fwlayout, layout class=LexPronunciation type=detail name=Normal, ref=PublishIn resolved via Parts/*.xml | LexEntryParts.xml, bin class=LexPronunciation, part id=LexPronunciation-Detail-PublishIn"	"exact"
"LexPronunciation"	"Tone"	"Tone"	""	"slice"	"LexEntry.fwlayout, layout class=LexPronunciation type=jtview name=publishStemForLexEntry, ref=Tone resolved via Parts/*.xml | LexEntry.fwlayout, layout class=LexPronunciation type=jtview name=publishStemMinorForLexEntry, ref=Tone resolved via Parts/*.xml | LexEntry.fwlayout, layout class=LexPronunciation type=jtview name=publishRootForLexEntry, ref=Tone resolved via Parts/*.xml | LexEntry.fwlayout, layout class=LexPronunciation type=jtview name=publishRootMinorForLexEntry, ref=Tone resolved via Parts/*.xml | LexEntry.fwlayout, layout class=LexPronunciation type=jtview name=publishRootMinorSubForLexEntry, ref=Tone resolved via Parts/*.xml | +19 more"	"exact"
"LexRefType"	""	"Lexical Relation"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=LexRefType"	"ambiguous"
"LexRefType"	""	"Lexical Relations"	""	"tool-config"	"toolConfiguration.xml tool=lexRefEdit + areaConfiguration.xml ownerClass=LexDb ownerField=References"	"ambiguous"
"LexRefType"	"MappingType"	"Reference set type"	""	"slice"	"CmPossibilityParts.xml, bin class=LexRefType, part id=LexRefType-Detail-MappingType"	"exact"
"LexRefType"	"ReverseAbbreviation"	"Reverse Abbreviation"	""	"slice"	"CmPossibilityParts.xml, bin class=LexRefType, part id=LexRefType-Detail-ReverseAbbreviationAllA"	"exact"
"LexRefType"	"ReverseName"	"Reverse Name"	""	"slice"	"CmPossibilityParts.xml, bin class=LexRefType, part id=LexRefType-Detail-ReverseNameAllA"	"exact"
"LexReference"	""	"Lexical Relation"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=LexReference"	"class-only"
"LexReference"	"AbbreviationPub"	"Relation Abbreviation"	""	"slice"	"LexEntry.fwlayout, layout class=LexReference type=jtview name=publishStemEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishStemMinorEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootMinorEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootSubEntry | +11 more"	"exact"
"LexReference"	"EntryTargetsConfig"	"Targets"	""	"slice"	"LexEntry.fwlayout, layout class=LexReference type=jtview name=publishStemEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishStemMinorEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootMinorEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootSubEntry | +2 more"	"exact"
"LexReference"	"NamePub"	"Relation Name"	""	"slice"	"LexEntry.fwlayout, layout class=LexReference type=jtview name=publishStemEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishStemMinorEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootMinorEntry | LexEntry.fwlayout, layout class=LexReference type=jtview name=publishRootSubEntry | +11 more"	"exact"
"LexReference"	"SenseTargetsConfig"	"Targets"	""	"slice"	"LexSense.fwlayout, layout class=LexReference type=jtview name=publishStemSenseRef | LexSense.fwlayout, layout class=LexReference type=jtview name=publishCdSenseRef | LexSense.fwlayout, layout class=LexReference type=jtview name=publishStemMinorSenseRef | LexSense.fwlayout, layout class=LexReference type=jtview name=publishRootSenseRef | LexSense.fwlayout, layout class=LexReference type=jtview name=publishRootMinorSenseRef | +4 more"	"exact"
"LexSense"	""	"Classified Dictionary"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=LexSense-Classified"	"ambiguous"
"LexSense"	""	"Sense"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=LexSense"	"ambiguous"
"LexSense"	""	"Senses"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=LexSense-Plural"	"ambiguous"
"LexSense"	"$child"	"$label"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"AnthroCodes"	"Anthropology Categories"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-AnthroCodes"	"exact"
"LexSense"	"AnthroCodesConfig"	"Anthropology Categories"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"AnthroNote"	"Anthropology Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=AnthroNoteAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-AnthroNoteAllA"	"exact"
"LexSense"	"AnthroNotePub"	"Anthropology Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"Bibliography"	"Bibliography"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=BibliographyAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-BibliographyAllA"	"exact"
"LexSense"	"BibliographyPub"	"Bibliography"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"ComplexFormEntries"	"Complex Forms"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-ComplexFormEntries"	"exact"
"LexSense"	"ComplexFormsNotSubentries"	"Other Referenced Complex Forms"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot"	"ambiguous"
"LexSense"	"ComplexFormsNotSubentries"	"Referenced Complex Forms"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootSub | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinorSub"	"ambiguous"
"LexSense"	"Definition"	"Definition"	"Full meaning of this lexeme.  Used in the dictionary article."	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-DefinitionAllA"	"exact"
"LexSense"	"DefinitionPub"	"Definition"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"DialectLabels"	"Dialect Labels (Sense)"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-DialectLabelsSense"	"exact"
"LexSense"	"DiscourseNote"	"Discourse Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=DiscourseNoteAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-DiscourseNoteAllA"	"exact"
"LexSense"	"DiscourseNotePub"	"Discourse Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"DomainTypes"	"Academic Domains"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-DomainTypes"	"exact"
"LexSense"	"DomainTypesConfig"	"Academic Domains"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"EncyclopedicInfo"	"Encyclopedic Info"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=EncyclopedicInfoAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-EncyclopedicInfoAllA"	"exact"
"LexSense"	"EncyclopedicInfoPub"	"Encyclopedic Info."	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"ExamplesConfig"	"Examples"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"Exemplar"	"Exemplar"	"Examples of inflected forms for this sense."	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-Exemplar"	"exact"
"LexSense"	"GeneralNote"	"General Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=GeneralNoteAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-GeneralNoteAllA"	"exact"
"LexSense"	"GeneralNotePub"	"General Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"Gloss"	"Gloss"	"Short translation equivalent for this lexeme.  Used in interlinear texts, and in the dictionary article when Definition is empty."	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-GlossAllA"	"exact"
"LexSense"	"GlossPub"	"Gloss"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=CrossRefPub | LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | +26 more"	"exact"
"LexSense"	"GrammarNote"	"Grammar Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=GrammarNoteAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-GrammarNoteAllA"	"exact"
"LexSense"	"GrammarNotePub"	"Grammar Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"ImportResidue"	"Import Residue"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal"	"exact"
"LexSense"	"LexReferencesConfig"	"Lexical Relations"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"LexSenseReferences"	"Lexical Relations"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-CurrentLexReferences"	"exact"
"LexSense"	"MorphoSyntaxAnalysis"	"Grammatical Info."	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-MsaCombo"	"exact"
"LexSense"	"MorphoSyntaxAnalysisConfig"	"Grammatical Info."	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"OwnerOutlinePub"	"Referenced Sense"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemComponentTarget | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemPrimaryTarget"	"ambiguous"
"LexSense"	"OwnerOutlinePub"	"Referenced Sense Headword"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=CrossRefPub | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinorRefMainEntry | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinorRefMainEntry | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemCrossRef | LexSense.fwlayout, layout class=LexSense type=jtview name=publishCdCrossRef | +11 more"	"ambiguous"
"LexSense"	"OwnerOutlinePub"	"Referenced Sense Headword and Sense Number"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemRefMainEntry"	"ambiguous"
"LexSense"	"OwningEntry"	"Allomorphs"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Bibliography (Entry)"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Citation form"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Component References"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Cross References"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Date Created"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Date Modified"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Etymology"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Homograph Number"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Lexeme Form"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Literal Meaning"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Pronunciations"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Restrictions (Entry)"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Summary Defn"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"OwningEntry"	"Variant Forms"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"PhonologyNote"	"Phonology Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=PhonologyNoteAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-PhonologyNoteAllA"	"exact"
"LexSense"	"PhonologyNotePub"	"Phonology Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"PublishIn"	"Publish Picture In"	"Remove a publication from this field to completely exclude only this picture from that publication."	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Jt-PublishInForPicture"	"ambiguous"
"LexSense"	"PublishIn"	"Publish Sense In"	"Remove a publication from this field to exclude everything in this sense from that publication."	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-PublishIn"	"ambiguous"
"LexSense"	"RIEHeadword"	"Headword"	""	"slice"	"Reversal.fwlayout, layout class=LexSense type=jtview name=publishForReversal"	"ambiguous"
"LexSense"	"RIEHeadword"	"Referenced Headword"	""	"slice"	"Reversal.fwlayout, layout class=LexSense type=jtview name=publishCrossRefForReversal | Reversal.fwlayout, layout class=LexSense type=jtview name=publishSubCrossRefForReversal"	"ambiguous"
"LexSense"	"RIEHeadword"	"Referenced Headword and Sense Number"	""	"slice"	"Reversal.fwlayout, layout class=LexSense type=jtview name=publishRefMainEntryForReversal"	"ambiguous"
"LexSense"	"RIEHeadword"	"Referenced Sense Headword"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd"	"ambiguous"
"LexSense"	"ReferringReversalIndexEntries"	"Reversal Entries"	"Translation equivalent used in the finder list (Reversal Index)."	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-ReversalEntries"	"exact"
"LexSense"	"Restrictions"	"Restrictions"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-RestrictionsAllA"	"exact"
"LexSense"	"RestrictionsPub"	"Restrictions"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"RootComplexFormsConfig"	"Referenced Complex Forms"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor"	"exact"
"LexSense"	"ScientificName"	"Scientific Name"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=ScientificName resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd, ref=ScientificName resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem, ref=ScientificName resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor, ref=ScientificName resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot, ref=ScientificName resolved via Parts/*.xml | +5 more"	"ambiguous"
"LexSense"	"ScientificName"	"ScientificName"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-ScientificName"	"ambiguous"
"LexSense"	"SemanticDomains"	"Semantic Domains"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-SemanticDomains"	"exact"
"LexSense"	"SemanticDomainsConfig"	"Semantic Domains"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"SemanticsNote"	"Semantics Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=SemanticsNoteAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-SemanticsNoteAllA"	"exact"
"LexSense"	"SemanticsNotePub"	"Semantics Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"SenseType"	"Sense Type"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-SenseType"	"exact"
"LexSense"	"SenseTypeConfig"	"Sense Type"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"Senses"	"SubSenses"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal"	"exact"
"LexSense"	"SensesConfig"	"Subsenses"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"SmartDefinitionPub"	"Definition (or Gloss)"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +5 more"	"exact"
"LexSense"	"SocioLinguisticsNote"	"Sociolinguistics Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=detail name=Normal, ref=SocioLinguisticsNoteAllA resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-SocioLinguisticsNoteAllA"	"exact"
"LexSense"	"SocioLinguisticsNotePub"	"Sociolinguistics Note"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"Source"	"Source"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd, ref=Source resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem, ref=Source resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor, ref=Source resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot, ref=Source resolved via Parts/*.xml | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor, ref=Source resolved via Parts/*.xml | +5 more"	"exact"
"LexSense"	"Status"	"Status"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-Status"	"exact"
"LexSense"	"StatusConfig"	"Status"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"StemComplexFormsConfig"	"Referenced Complex Forms"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor"	"ambiguous"
"LexSense"	"StemComplexFormsConfig"	"Referenced Complex Forms (of Sense)"	""	"slice"	"Reversal.fwlayout, layout class=LexSense type=jtview name=publishForReversal | Reversal.fwlayout, layout class=LexSense type=jtview name=publishSubForReversal"	"ambiguous"
"LexSense"	"Subentries"	"Subentries"	"Show these subentries below this sense in root-based dictionary layouts."	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot, ref=Subentries resolved via Parts/*.xml | LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-Subentries"	"exact"
"LexSense"	"UsageTypes"	"Usages"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-UsageTypes"	"exact"
"LexSense"	"UsageTypesConfig"	"Usages"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +4 more"	"exact"
"LexSense"	"VariantFormEntries"	"Variants of Sense"	""	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-VariantForms"	"exact"
"LexSense"	"VariantFormsConfig"	"Variants (of Sense)"	""	"slice"	"Reversal.fwlayout, layout class=LexSense type=jtview name=publishForReversal"	"ambiguous"
"LexSense"	"VariantFormsConfig"	"Variants of Sense"	""	"slice"	"LexSense.fwlayout, layout class=LexSense type=jtview name=publishCd | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStem | LexSense.fwlayout, layout class=LexSense type=jtview name=publishStemMinor | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRoot | LexSense.fwlayout, layout class=LexSense type=jtview name=publishRootMinor | +2 more"	"ambiguous"
"LexSense"	"VisibleComplexFormBackRefs"	"Referenced Complex Forms"	"Complex forms shown in this field are shown as references in this component entry in Dictionary."	"slice"	"LexSenseParts.xml, bin class=LexSense, part id=LexSense-Detail-VisibleComplexFormEntries"	"exact"
"MoAdhocProhib"	""	"Ad hoc Co-occurrence Prevention Rules"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=MoAdhocProhib-Plural"	"class-only"
